id,unit_id,type,role,related_main_id,prompt,options,correct_index,image,audio,video,explanation
12276,3,match_pairs,exercise,12274,هر عبارت را به معنای فارسی آن وصل کنید.,This↔این|Seven↔هفت|Two↔دو,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12277,3,speech_recognition,exercise,12274,This,,,,,,"آن را بگویید:
This"
12278,3,type_answer,exercise,12274,«این» به انگلیسی چیست؟ تایپ کنید.,This,,,,,"This
یعنی این."
12279,3,listening_card,exercise,12274,,select|Six|Two|This,2,,regen34_75.wav,,"عبارتی که شنیدید:
This
(این)"
12280,3,true_false,preview,12281,"How much is
یعنی «چقدر است»، درست یا غلط؟",,true,,,,"How much is
یعنی چقدر است."
12281,3,multiple_choice,main,,"How much is
یعنی چی؟",چقدر است|چهار|سه,0,,,,"How much is
یعنی چقدر است."
12282,3,order,exercise,12281,جمله را به ترتیب درست بچینید.,How much is|This?,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: این چقدر است؟
12283,3,speech_recognition,exercise,12281,How much is This?,,,,,,"این جمله را با صدای بلند بخوانید:
How much is This?"
12284,3,type_answer,exercise,12281,«این چقدر است؟» را به انگلیسی بنویسید.,How much is This?,,,,,How much is This?
12285,3,speech_recognition,exercise,12281,How much is,,,,,,"دوباره تمرین کنید:
How much is"
12286,3,match_pairs,exercise,12281,هر عبارت را به معنای فارسی آن وصل کنید.,How much is↔چقدر است|Twelve↔دوازده|Two↔دو,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12288,3,listening_card,exercise,12281,,select|Eight|How much is|Four,1,,regen34_82.wav,,"عبارتی که شنیدید:
How much is
(چقدر است)"
12289,3,true_false,preview,12290,"Too expensive
یعنی «خیلی گران است»، درست یا غلط؟",,true,,,,"Too expensive
یعنی خیلی گران است."
12290,3,multiple_choice,main,,"Too expensive
یعنی چی؟",خیلی گران است|یازده|یک,0,,,,"Too expensive
یعنی خیلی گران است."
12291,3,order,exercise,12290,جمله را به ترتیب درست بچینید.,This is|Too expensive,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: این خیلی گران است
12292,3,speech_recognition,exercise,12290,This is Too expensive,,,,,,"این جمله را با صدای بلند بخوانید:
This is Too expensive"
12293,3,select_blank,exercise,12290,This is ___,Nine|Too expensive|Seven,1,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: این خیلی گران است
12294,3,multiple_choice,exercise,12290,کدام گزینه به معنای «خیلی گران است» است؟,Five|Two|Too expensive,2,,,,"Too expensive
یعنی خیلی گران است."
12295,3,match_pairs,exercise,12290,هر عبارت را به معنای فارسی آن وصل کنید.,Too expensive↔خیلی گران است|Eleven↔یازده|Five↔پنج,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12296,3,speech_recognition,exercise,12290,Too expensive,,,,,,"آن را بگویید:
Too expensive"
12297,3,listening_card,exercise,12290,,select|Six|Seven|Too expensive,2,,regen34_91.wav,,"عبارتی که شنیدید:
Too expensive
(خیلی گران است)"
12298,3,true_false,preview,12299,"Change
یعنی «پول خرد»، درست یا غلط؟",,true,,,,"Change
یعنی پول خرد."
12299,3,multiple_choice,main,,"Change
یعنی چی؟",پول خرد|نه|هشت,0,,,,"Change
یعنی پول خرد."
12300,3,multiple_choice,exercise,12299,کدام گزینه به معنای «پول خرد» است؟,Ten|One|Change,2,,,,"Change
یعنی پول خرد."
12301,3,match_pairs,exercise,12299,هر عبارت را به معنای فارسی آن وصل کنید.,Change↔پول خرد|Four↔چهار|Five↔پنج,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12302,3,speech_recognition,exercise,12299,Change,,,,,,"آن را بگویید:
Change"
12303,3,type_answer,exercise,12299,«پول خرد» به انگلیسی چیست؟ تایپ کنید.,Change,,,,,"Change
یعنی پول خرد."
12304,3,listening_card,exercise,12299,,select|Twelve|Change|Six,1,,regen34_100.wav,,"عبارتی که شنیدید:
Change
(پول خرد)"
12305,4,true_false,preview,12306,"What time is it?
یعنی «ساعت چند هست؟»، درست یا غلط؟",,true,,,,"What time is it?
یعنی ساعت چند هست؟."
12306,4,multiple_choice,main,,"What time is it?
یعنی چی",ساعت چند هست؟|هفت|این,0,,,,"What time is it?
یعنی ساعت چند هست؟."
12307,4,speech_recognition,exercise,12306,What time is it?,,,,,,"دوباره تمرین کنید:
What time is it?"
12308,4,match_pairs,exercise,12306,هر عبارت را به معنای فارسی آن وصل کنید.,What time is it?↔ساعت چند هست؟|Two↔دو|This↔این,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12310,4,listening_card,exercise,12306,,select|Three|Eleven|What time is it?,2,,regen34_107.wav,,"عبارتی که شنیدید:
What time is it?
(ساعت چند هست؟)"
12311,4,true_false,preview,12312,"It's
یعنی «ساعت هست»، درست یا غلط؟",,true,,,,"It's
یعنی ساعت هست."
12312,4,multiple_choice,main,,"It's
یعنی چی؟",ساعت هست|ساعت چند هست؟|نه,0,,,,"It's
یعنی ساعت هست."
12313,4,multiple_choice,exercise,12312,کدام گزینه به معنای «ساعت هست» است؟,Ten|It's|Two,1,,,,"It's
یعنی ساعت هست."
12314,4,match_pairs,exercise,12312,هر عبارت را به معنای فارسی آن وصل کنید.,It's↔ساعته|One↔یک|Change↔پول خرد,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12315,4,speech_recognition,exercise,12312,It's,,,,,,"آن را بگویید:
It's"
12316,4,listening_card,exercise,12312,,select|It's|Eleven|Seven,0,,regen34_113.wav,,"عبارتی که شنیدید:
It's
(ساعت هست)"
12317,4,true_false,preview,12318,"o'clock
یعنی «ساعت»، درست یا غلط؟",,true,,,,"o'clock
یعنی ساعت."
12318,4,multiple_choice,main,,"o'clock
یعنی چی؟",ساعت|دوازده|این,0,,,,"o'clock
یعنی ساعت."
12319,4,order,exercise,12318,جمله را به ترتیب درست بچینید.,It's|One|o'clock,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت یکه؛؛ساعت دوئه؛؛ساعت سه‌ست
12320,4,speech_recognition,exercise,12318,It's One o'clock,,,,,,"این جمله را با صدای بلند بخوانید:
It's One o'clock"
12321,4,select_blank,exercise,12318,It's One ___,Nine|o'clock|Three,1,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت یکه؛؛ساعت دوئه؛؛ساعت سه‌ست
12322,4,order,exercise,12318,این جمله را هم به ترتیب درست بچینید.,It's|Two|o'clock,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12323,4,order,exercise,12318,این جمله را نیز به ترتیب درست بچینید.,It's|Three|o'clock,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12324,4,multiple_choice,exercise,12318,کدام گزینه به معنای «ساعت» است؟,Twelve|Change|o'clock,2,,,,"o'clock
یعنی ساعت."
12325,4,match_pairs,exercise,12318,هر عبارت را به معنای فارسی آن وصل کنید.,o'clock↔ساعت|Two↔دو|Nine↔نه,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12326,4,speech_recognition,exercise,12318,o'clock,,,,,,"آن را بگویید:
o'clock"
12327,4,type_answer,exercise,12318,«ساعت» به انگلیسی چیست؟ تایپ کنید.,o'clock,,,,,"o'clock
یعنی ساعت."
12328,4,listening_card,exercise,12318,,select|o'clock|Four|Five,0,,regen34_119.wav,,"عبارتی که شنیدید:
o'clock
(ساعت)"
12329,4,true_false,preview,12330,"half past
یعنی «و نیم»، درست یا غلط؟",,true,,,,"half past
یعنی و نیم."
12330,4,multiple_choice,main,,"half past
یعنی چی؟",و نیم|ده|دوازده,0,,,,"half past
یعنی و نیم."
12331,4,order,exercise,12330,جمله را به ترتیب درست بچینید.,It's|half past|One,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: یک و نیمه؛؛دو و نیمه
12332,4,speech_recognition,exercise,12330,It's half past One,,,,,,"این جمله را با صدای بلند بخوانید:
It's half past One"
12333,4,select_blank,exercise,12330,It's ___ One,half past|Ten|Five,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: یک و نیمه؛؛دو و نیمه
12334,4,order,exercise,12330,این جمله را هم به ترتیب درست بچینید.,It's|half past|Two,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12335,4,multiple_choice,exercise,12330,کدام گزینه به معنای «و نیم» است؟,Three|half past|One,1,,,,"half past
یعنی و نیم."
12336,4,match_pairs,exercise,12330,هر عبارت را به معنای فارسی آن وصل کنید.,half past↔و نیم|Eleven↔یازده|Six↔شش,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12337,4,speech_recognition,exercise,12330,half past,,,,,,"آن را بگویید:
half past"
12338,4,listening_card,exercise,12330,,select|half past|Eight|o'clock,0,,regen34_131.wav,,"عبارتی که شنیدید:
half past
(و نیم)"
12339,4,true_false,preview,12340,"quarter past
یعنی «و ربع»، درست یا غلط؟",,true,,,,"quarter past
یعنی و ربع."
12340,4,multiple_choice,main,,"quarter past
یعنی چی؟",و ربع|این|ساعت,0,,,,"quarter past
یعنی و ربع."
12341,4,order,exercise,12340,جمله را به ترتیب درست بچینید.,It's|quarter past|Three,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: سه و ربع هست
12342,4,speech_recognition,exercise,12340,It's quarter past Three,,,,,,"این جمله را با صدای بلند بخوانید:
It's quarter past Three"
12343,4,select_blank,exercise,12340,It's ___ Three,quarter past|Two|Too expensive,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: سه و ربع هست
12344,4,multiple_choice,exercise,12340,کدام گزینه به معنای «و ربع» است؟,Six|quarter past|Two,1,,,,"quarter past
یعنی و ربع."
12345,4,match_pairs,exercise,12340,هر عبارت را به معنای فارسی آن وصل کنید.,quarter past↔و ربع|Nine↔نه|Six↔شش,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12346,4,speech_recognition,exercise,12340,quarter past,,,,,,"آن را بگویید:
quarter past"
12347,4,listening_card,exercise,12340,,select|o'clock|quarter past|Change,1,,regen34_141.wav,,"عبارتی که شنیدید:
quarter past
(و ربع)"
12348,4,true_false,preview,12349,"quarter to
یعنی «ربع به»، درست یا غلط؟",,true,,,,"quarter to
یعنی ربع به."
12349,4,multiple_choice,main,,"quarter to
یعنی چی؟",ربع به|دو|پول خرد,0,,,,"quarter to
یعنی ربع به."
12350,4,order,exercise,12349,جمله را به ترتیب درست بچینید.,It's|quarter to|Two,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ربع به دو
12351,4,speech_recognition,exercise,12349,It's quarter to Two,,,,,,"این جمله را با صدای بلند بخوانید:
It's quarter to Two"
12352,4,select_blank,exercise,12349,It's ___ Two,Ten|quarter to|Eleven,1,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ربع به دو
12353,4,multiple_choice,exercise,12349,کدام گزینه به معنای «ربع به» است؟,Too expensive|quarter to|Seven,1,,,,"quarter to
یعنی ربع به."
12354,4,match_pairs,exercise,12349,هر عبارت را به معنای فارسی آن وصل کنید.,quarter to↔ربع به|Five↔پنج|One↔یک,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12355,4,speech_recognition,exercise,12349,quarter to,,,,,,"آن را بگویید:
quarter to"
12356,4,type_answer,exercise,12349,«ربع به» به انگلیسی چیست؟ تایپ کنید.,quarter to,,,,,"quarter to
یعنی ربع به."
12357,4,listening_card,exercise,12349,,select|Too expensive|quarter to|This,1,,regen34_150.wav,,"عبارتی که شنیدید:
quarter to
(ربع به)"
12358,4,true_false,preview,12359,"Fifteen
یعنی «پانزده»، درست یا غلط؟",,true,,,,"Fifteen
یعنی پانزده."
12359,4,multiple_choice,main,,"Fifteen
یعنی چی؟",پانزده|هفت|یک,0,,,,"Fifteen
یعنی پانزده."
12360,4,order,exercise,12359,جمله را به ترتیب درست بچینید.,It's|Two|Fifteen,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت دو و پانزده دقیقه‌ست؛؛ساعت نه و پانزده دقیقه‌ست
12361,4,speech_recognition,exercise,12359,It's Two Fifteen,,,,,,"این جمله را با صدای بلند بخوانید:
It's Two Fifteen"
12362,4,select_blank,exercise,12359,It's Two ___,One|Fifteen|o'clock,1,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت دو و پانزده دقیقه‌ست؛؛ساعت نه و پانزده دقیقه‌ست
12363,4,order,exercise,12359,این جمله را هم به ترتیب درست بچینید.,It's|Nine|Fifteen,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12364,4,multiple_choice,exercise,12359,کدام گزینه به معنای «پانزده» است؟,Seven|Fifteen|Four,1,,,,"Fifteen
یعنی پانزده."
12365,4,match_pairs,exercise,12359,هر عبارت را به معنای فارسی آن وصل کنید.,Fifteen↔پونزده|Ten↔ده|Nine↔نه,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12366,4,speech_recognition,exercise,12359,Fifteen,,,,,,"آن را بگویید:
Fifteen"
12367,4,listening_card,exercise,12359,,select|Fifteen|Four|Six,0,,regen34_160.wav,,"عبارتی که شنیدید:
Fifteen
(پانزده)"
12368,4,true_false,preview,12369,"Twenty
یعنی «بیست»، درست یا غلط؟",,true,,,,"Twenty
یعنی بیست."
12369,4,multiple_choice,main,,"Twenty
یعنی چی؟",بیست|و ربع|سه,0,,,,"Twenty
یعنی بیست."
12370,4,order,exercise,12369,جمله را به ترتیب درست بچینید.,It's|Seven|Twenty,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت هفت و بیست دقیقه‌ست؛؛ساعت سه و پنج دقیقه‌ست؛؛ساعت شش و ده دقیقه‌ست
12371,4,speech_recognition,exercise,12369,It's Seven Twenty,,,,,,"این جمله را با صدای بلند بخوانید:
It's Seven Twenty"
12372,4,select_blank,exercise,12369,It's Seven ___,Nine|Twenty|One,1,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت هفت و بیست دقیقه‌ست؛؛ساعت سه و پنج دقیقه‌ست؛؛ساعت شش و ده دقیقه‌ست
12373,4,order,exercise,12369,این جمله را هم به ترتیب درست بچینید.,It's|Three|Five,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12374,4,order,exercise,12369,این جمله را نیز به ترتیب درست بچینید.,It's|Six|Ten,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12375,4,multiple_choice,exercise,12369,کدام گزینه به معنای «بیست» است؟,Twenty|Nine|Five,0,,,,"Twenty
یعنی بیست."
12376,4,match_pairs,exercise,12369,هر عبارت را به معنای فارسی آن وصل کنید.,Twenty↔بیست|Four↔چهار|Five↔پنج,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12377,4,speech_recognition,exercise,12369,Twenty,,,,,,"آن را بگویید:
Twenty"
12378,4,listening_card,exercise,12369,,select|Nine|One|Twenty,2,,regen34_170.wav,,"عبارتی که شنیدید:
Twenty
(بیست)"
12379,4,true_false,preview,12380,"Thirty
یعنی «سی»، درست یا غلط؟",,true,,,,"Thirty
یعنی سی."
12380,4,multiple_choice,main,,"Thirty
یعنی چی؟",سی|هفت|ربع به,0,,,,"Thirty
یعنی سی."
12381,4,order,exercise,12380,جمله را به ترتیب درست بچینید.,It's|Eight|Thirty,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت هشت و سی دقیقه‌ست؛؛ساعت یک و بیست دقیقه‌ست؛؛ساعت دوازده و ده دقیقه‌ست
12382,4,speech_recognition,exercise,12380,It's Eight Thirty,,,,,,"این جمله را با صدای بلند بخوانید:
It's Eight Thirty"
12383,4,select_blank,exercise,12380,It's Eight ___,Thirty|half past|Nine,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت هشت و سی دقیقه‌ست؛؛ساعت یک و بیست دقیقه‌ست؛؛ساعت دوازده و ده دقیقه‌ست
12384,4,order,exercise,12380,این جمله را هم به ترتیب درست بچینید.,It's|One|Twenty,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12385,4,order,exercise,12380,این جمله را نیز به ترتیب درست بچینید.,It's|Twelve|Ten,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12386,4,multiple_choice,exercise,12380,کدام گزینه به معنای «سی» است؟,Thirty|quarter past|Two,0,,,,"Thirty
یعنی سی."
12387,4,match_pairs,exercise,12380,هر عبارت را به معنای فارسی آن وصل کنید.,Thirty↔سی|Fifteen↔پونزده|quarter past↔و ربع,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12388,4,speech_recognition,exercise,12380,Thirty,,,,,,"آن را بگویید:
Thirty"
12389,4,type_answer,exercise,12380,«سی» به انگلیسی چیست؟ تایپ کنید.,Thirty,,,,,"Thirty
یعنی سی."
12390,4,listening_card,exercise,12380,,select|Thirty|Fifteen|Change,0,,regen34_181.wav,,"عبارتی که شنیدید:
Thirty
(سی)"
12391,4,true_false,preview,12392,"Forty
یعنی «چهل»، درست یا غلط؟",,true,,,,"Forty
یعنی چهل."
12392,4,multiple_choice,main,,"Forty
یعنی چی؟",چهل|ساعت هست|شش,0,,,,"Forty
یعنی چهل."
12393,4,order,exercise,12392,جمله را به ترتیب درست بچینید.,It's|Four|Forty,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت چهار و چهل دقیقه‌ست؛؛ساعت یازده و پانزده دقیقه‌ست؛؛ساعت دو و سی دقیقه‌ست
12394,4,speech_recognition,exercise,12392,It's Four Forty,,,,,,"این جمله را با صدای بلند بخوانید:
It's Four Forty"
12395,4,select_blank,exercise,12392,It's Four ___,Forty|Seven|This,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت چهار و چهل دقیقه‌ست؛؛ساعت یازده و پانزده دقیقه‌ست؛؛ساعت دو و سی دقیقه‌ست
12396,4,order,exercise,12392,این جمله را هم به ترتیب درست بچینید.,It's|Eleven|Fifteen,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12397,4,order,exercise,12392,این جمله را نیز به ترتیب درست بچینید.,It's|Two|Thirty,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12398,4,multiple_choice,exercise,12392,کدام گزینه به معنای «چهل» است؟,Five|One|Forty,2,,,,"Forty
یعنی چهل."
12399,4,match_pairs,exercise,12392,هر عبارت را به معنای فارسی آن وصل کنید.,Forty↔چهل|Eleven↔یازده|Twelve↔دوازده,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12400,4,speech_recognition,exercise,12392,Forty,,,,,,"آن را بگویید:
Forty"
12401,4,listening_card,exercise,12392,,select|Three|Forty|Thirty,1,,regen34_193.wav,,"عبارتی که شنیدید:
Forty
(چهل)"
12402,4,true_false,preview,12403,"Fifty
یعنی «پنجاه»، درست یا غلط؟",,true,,,,"Fifty
یعنی پنجاه."
12403,4,multiple_choice,main,,"Fifty
یعنی چی؟",پنجاه|دو|نه,0,,,,"Fifty
یعنی پنجاه."
12404,4,order,exercise,12403,جمله را به ترتیب درست بچینید.,It's|Five|Fifty,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت پنج و پنجاه دقیقه‌ست؛؛ساعت نه و چهل دقیقه‌ست؛؛ساعت ده و پنج دقیقه‌ست
12405,4,speech_recognition,exercise,12403,It's Five Fifty,,,,,,"این جمله را با صدای بلند بخوانید:
It's Five Fifty"
12406,4,select_blank,exercise,12403,It's Five ___,Fifty|Six|Five,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ساعت پنج و پنجاه دقیقه‌ست؛؛ساعت نه و چهل دقیقه‌ست؛؛ساعت ده و پنج دقیقه‌ست
12407,4,order,exercise,12403,این جمله را هم به ترتیب درست بچینید.,It's|Nine|Forty,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12408,4,order,exercise,12403,این جمله را نیز به ترتیب درست بچینید.,It's|Ten|Five,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
12409,4,multiple_choice,exercise,12403,کدام گزینه به معنای «پنجاه» است؟,Twelve|Fifty|This,1,,,,"Fifty
یعنی پنجاه."
12410,4,match_pairs,exercise,12403,هر عبارت را به معنای فارسی آن وصل کنید.,Fifty↔پنجاه|Ten↔ده|Four↔چهار,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12411,4,speech_recognition,exercise,12403,Fifty,,,,,,"آن را بگویید:
Fifty"
12412,4,listening_card,exercise,12403,,select|It's|Forty|Fifty,2,,regen34_204.wav,,"عبارتی که شنیدید:
Fifty
(پنجاه)"
12413,4,true_false,preview,12414,"Today
یعنی «امروز»، درست یا غلط؟",,true,,,,"Today
یعنی امروز."
12414,4,multiple_choice,main,,"Today
یعنی چی؟",امروز|ده|شش,0,,,,"Today
یعنی امروز."
12415,4,multiple_choice,exercise,12414,کدام گزینه به معنای «امروز» است؟,Forty|o'clock|Today,2,,,,"Today
یعنی امروز."
12416,4,match_pairs,exercise,12414,هر عبارت را به معنای فارسی آن وصل کنید.,Today↔امروز|This↔این|Fifty↔پنجاه,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12417,4,speech_recognition,exercise,12414,Today,,,,,,"آن را بگویید:
Today"
12418,4,type_answer,exercise,12414,«امروز» به انگلیسی چیست؟ تایپ کنید.,Today,,,,,"Today
یعنی امروز."
12419,4,listening_card,exercise,12414,,select|Ten|Today|Eleven,1,,regen34_215.wav,,"عبارتی که شنیدید:
Today
(امروز)"
12420,4,true_false,preview,12421,"Tomorrow
یعنی «فردا»، درست یا غلط؟",,true,,,,"Tomorrow
یعنی فردا."
12421,4,multiple_choice,main,,"Tomorrow
یعنی چی؟",فردا|چهار|ساعت هست,0,,,,"Tomorrow
یعنی فردا."
12422,4,multiple_choice,exercise,12421,کدام گزینه به معنای «فردا» است؟,Eleven|Tomorrow|It's,1,,,,"Tomorrow
یعنی فردا."
12423,4,match_pairs,exercise,12421,هر عبارت را به معنای فارسی آن وصل کنید.,Tomorrow↔فردا|Change↔پول خرد|Four↔چهار,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12424,4,speech_recognition,exercise,12421,Tomorrow,,,,,,"آن را بگویید:
Tomorrow"
12425,4,listening_card,exercise,12421,,select|It's|Tomorrow|Thirty,1,,regen34_222.wav,,"عبارتی که شنیدید:
Tomorrow
(فردا)"
12426,4,true_false,preview,12427,"Yesterday
یعنی «دیروز»، درست یا غلط؟",,true,,,,"Yesterday
یعنی دیروز."
12427,4,multiple_choice,main,,"Yesterday
یعنی چی؟",دیروز|ده|یازده,0,,,,"Yesterday
یعنی دیروز."
12428,4,multiple_choice,exercise,12427,کدام گزینه به معنای «دیروز» است؟,Forty|Twenty|Yesterday,2,,,,"Yesterday
یعنی دیروز."
12429,4,match_pairs,exercise,12427,هر عبارت را به معنای فارسی آن وصل کنید.,Yesterday↔دیروز|quarter past↔و ربع|o'clock↔ساعت,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
12430,4,speech_recognition,exercise,12427,Yesterday,,,,,,"آن را بگویید:
Yesterday"
12431,4,listening_card,exercise,12427,,select|This|Yesterday|Today,1,,regen34_228.wav,,"عبارتی که شنیدید:
Yesterday
(دیروز)"
12432,10,preview_card,preview,12433,حالا یک مکالمه‌ی کوتاه بین دو نفر می‌خوانید که فقط از کلمات و عبارت‌هایی که تاکنون یاد گرفته‌اید ساخته شده است. سپس چند سؤال درباره‌ی آن پاسخ می‌دهید.,قبول,,,,,
12433,10,reading_passage,main,,"Ali: Hello! Nice weather today.
Sara: Yes, thank you. My name is Sara.
Ali: Nice to meet you, Sara. I'm from Shiraz.
Sara: I'm staying in a hotel. I have a reservation.
Ali: I'm hungry. Where is the menu?
Sara: This is the menu. No problem!",نام آن خانم چیست؟|سارا|آرزو|مریم,0,,,,سارا نام خانمی است که علی با او صحبت می‌کند.
12434,10,reading_passage,exercise,12433,"Ali: Hello! Nice weather today.
Sara: Yes, thank you. My name is Sara.
Ali: Nice to meet you, Sara. I'm from Shiraz.
Sara: I'm staying in a hotel. I have a reservation.
Ali: I'm hungry. Where is the menu?
Sara: This is the menu. No problem!",علی اهل کجا هست؟|شیراز|تهران|اصفهان,0,,,,"علی گفت:
I'm from Shiraz."
12435,10,reading_passage,exercise,12433,"Ali: Hello! Nice weather today.
Sara: Yes, thank you. My name is Sara.
Ali: Nice to meet you, Sara. I'm from Shiraz.
Sara: I'm staying in a hotel. I have a reservation.
Ali: I'm hungry. Where is the menu?
Sara: This is the menu. No problem!",سارا کجا ماندگار هست؟|هتل|فرودگاه|رستوران,0,,,,"سارا گفت:
I'm staying in a hotel."
12436,10,reading_passage,exercise,12433,"Ali: Hello! Nice weather today.
Sara: Yes, thank you. My name is Sara.
Ali: Nice to meet you, Sara. I'm from Shiraz.
Sara: I'm staying in a hotel. I have a reservation.
Ali: I'm hungry. Where is the menu?
Sara: This is the menu. No problem!",علی چی می‌خواد؟|منو|غذا|آب,0,,,,"علی گفت:
I'm hungry. Where is the menu?"
12442,2,preview_card,preview,12443,حالا یک مکالمه‌ی کوتاه می‌بینید که فقط از کلمات همین درس ساخته شده، با چند جای خالی. باید جاهای خالی را با کلمه‌ی درست پر کنید.,قبول,,,,,
12443,2,cloze_passage,main,,"Ali: {{1}}! {{2}} Ali.
Sara: Nice to meet you! {{3}} Tehran.",choice|Hello~I'm thirsty~No|My name is~I'm staying in~Yes|I'm from~I'm staying in~I'm thirsty,0|0|0,,,,جاهای خالی را با کلمه‌ی درست پر کنید.
12444,2,cloze_passage,exercise,12443,"Ali: Hello! My name is Ali.
Sara: {{1}}! I'm from Tehran.",word_bank|Nice to meet you~Please~Thank you|Nice to meet you,,,,,کلمه‌های درست را از بین گزینه‌ها انتخاب کنید.
12445,2,cloze_passage,exercise,12443,"Ali: Hello! My name is Ali.
Sara: {{1}}! I'm from Tehran.",choice|Hello~Nice to meet you~No,1,,,,جاهای خالی را با کلمه‌ی درست پر کنید.
12446,2,cloze_passage,exercise,12443,"Ali: {{1}}! {{2}} Ali.
Sara: Nice to meet you! {{3}} Tehran.",word_bank|My name is~Please~I'm from~Hello~Thank you|Hello~My name is~I'm from,,,,,کلمه‌های درست را از بین گزینه‌ها انتخاب کنید.
12447,3,preview_card,preview,12448,حالا یک مکالمه‌ی کوتاه می‌بینید که فقط از کلمات همین درس ساخته شده، با چند جای خالی. باید جاهای خالی را با کلمه‌ی درست پر کنید.,قبول,,,,,
12448,3,cloze_passage,main,,"Ali: Excuse me, {{1}} this?
Sara: This is ten.
Ali: {{2}}! I want {{3}}.",choice|how much is~Four~I'm thirsty|Too expensive~Four~a|Please~This~change,0|0|2,,,,جاهای خالی را با کلمه‌ی درست پر کنید.
12449,3,cloze_passage,exercise,12448,"Ali: Excuse me, how much is this?
Sara: {{2}} {{1}}.
Ali: Too expensive! I want change.",word_bank|Five~ten~This is~Two|ten~This is,,,,,کلمه‌های درست را از بین گزینه‌ها انتخاب کنید.
12450,3,cloze_passage,exercise,12448,"Ali: Excuse me, how much is this?
Sara: {{2}} {{1}}.
Ali: Too expensive! I want change.",choice|Yes~ten~a|This is~No~Three,1|0,,,,جاهای خالی را با کلمه‌ی درست پر کنید.
